#Ensembl Gene ID,Ensembl Transcript ID,Associated Gene Name,Chromosome Name,Strand,Transcription Start Site (TSS),APPRIS principal isoform annotation
ENSMUSG00000074282,ENSMUST00000032673,Zfp94,7,-1,24316666,
ENSMUSG00000032020,ENSMUST00000136530,Ubash3b,9,-1,41157502,
ENSMUSG00000061544,ENSMUST00000065871,Zfp229,17,1,21733724,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032020,ENSMUST00000129906,Ubash3b,9,-1,41161688,
ENSMUSG00000045761,ENSMUST00000097284,Fam179a,17,1,71673261,
ENSMUSG00000022346,ENSMUST00000161976,Myc,15,1,61985391,
ENSMUSG00000022346,ENSMUST00000022971,Myc,15,1,61985391,
ENSMUSG00000046615,ENSMUST00000059466,Actrt1,X,1,46329007,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022346,ENSMUST00000159327,Myc,15,1,61985564,
ENSMUSG00000036959,ENSMUST00000136348,Bcorl1,X,1,48341358,
ENSMUSG00000047390,ENSMUST00000057076,Defb9,8,-1,21885421,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022346,ENSMUST00000167731,Myc,15,1,61985622,
ENSMUSG00000094149,ENSMUST00000167253,Gm8453,7,-1,22229484,APPRIS principal isoform [04-11-2014]
ENSMUSG00000036959,ENSMUST00000037596,Bcorl1,X,1,48343770,
ENSMUSG00000022346,ENSMUST00000159338,Myc,15,1,61987034,
ENSMUSG00000036959,ENSMUST00000114972,Bcorl1,X,1,48361620,
ENSMUSG00000022346,ENSMUST00000160009,Myc,15,1,61987422,
ENSMUSG00000036959,ENSMUST00000142160,Bcorl1,X,1,48369268,
ENSMUSG00000037197,ENSMUST00000040314,Rbm17,2,-1,11603262,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022346,ENSMUST00000188482,Myc,15,1,61985341,
ENSMUSG00000022346,ENSMUST00000191178,Myc,15,1,61985922,
ENSMUSG00000035829,ENSMUST00000040324,Ppp1r26,2,1,28447941,APPRIS principal isoform [04-11-2014]
ENSMUSG00000025911,ENSMUST00000144177,Adhfe1,1,1,9547948,APPRIS principal isoform [04-11-2014]
ENSMUSG00000035829,ENSMUST00000189694,Ppp1r26,2,1,28447941,APPRIS principal isoform [04-11-2014]
ENSMUSG00000001175,ENSMUST00000110082,Calm1,12,1,100199435,APPRIS principal isoform [04-11-2014]
ENSMUSG00000096283,ENSMUST00000178209,Gm6176,7,-1,22051504,APPRIS principal isoform [04-11-2014]
ENSMUSG00000001175,ENSMUST00000001204,Calm1,12,1,100200144,
ENSMUSG00000037197,ENSMUST00000156469,Rbm17,2,-1,11604153,
ENSMUSG00000020224,ENSMUST00000020444,Llph,10,1,120227070,
ENSMUSG00000096333,ENSMUST00000107319,Gm13871,4,-1,73905953,
ENSMUSG00000020224,ENSMUST00000130198,Llph,10,1,120227186,
ENSMUSG00000096333,ENSMUST00000107318,Gm13871,4,-1,73905953,
ENSMUSG00000025008,ENSMUST00000025981,Tctn3,19,-1,40612233,
ENSMUSG00000032023,ENSMUST00000034521,4931429I11Rik,9,-1,40964118,APPRIS principal isoform [04-11-2014]
ENSMUSG00000025008,ENSMUST00000135795,Tctn3,19,-1,40612203,
ENSMUSG00000025008,ENSMUST00000132452,Tctn3,19,-1,40612200,
ENSMUSG00000068950,ENSMUST00000091006,Olfr338,2,1,36376778,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032023,ENSMUST00000160120,4931429I11Rik,9,-1,40962333,
ENSMUSG00000023873,ENSMUST00000024650,1700010I14Rik,17,1,8988333,
ENSMUSG00000023873,ENSMUST00000151609,1700010I14Rik,17,1,8988357,
ENSMUSG00000066152,ENSMUST00000107468,Slc31a2,4,1,62262562,
ENSMUSG00000093485,ENSMUST00000132298,Gm20708,11,1,117809668,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062210,ENSMUST00000148989,Tnfaip8,18,1,49979427,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024797,ENSMUST00000159832,Vps51,19,-1,6080324,APPRIS principal isoform [04-11-2014]
ENSMUSG00000074491,ENSMUST00000062037,Clec4g,8,-1,3720651,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062210,ENSMUST00000179937,Tnfaip8,18,1,49979529,
ENSMUSG00000063522,ENSMUST00000077004,2010109I03Rik,15,-1,74881704,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024797,ENSMUST00000159475,Vps51,19,-1,6069071,
ENSMUSG00000066152,ENSMUST00000084530,Slc31a2,4,1,62286449,
ENSMUSG00000074491,ENSMUST00000058040,Clec4g,8,-1,3717553,
ENSMUSG00000037169,ENSMUST00000043396,Mycn,12,-1,12941914,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062210,ENSMUST00000126666,Tnfaip8,18,1,50019567,
ENSMUSG00000066152,ENSMUST00000107467,Slc31a2,4,1,62291547,
ENSMUSG00000038181,ENSMUST00000121863,Chpf2,5,1,24586741,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037169,ENSMUST00000130990,Mycn,12,-1,12940616,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062210,ENSMUST00000145726,Tnfaip8,18,1,50031018,
ENSMUSG00000046807,ENSMUST00000051129,Lrrc75b,10,-1,75560330,APPRIS principal isoform [04-11-2014]
ENSMUSG00000038181,ENSMUST00000088295,Chpf2,5,1,24586744,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062210,ENSMUST00000128377,Tnfaip8,18,1,50031029,
ENSMUSG00000062210,ENSMUST00000134348,Tnfaip8,18,1,50051718,
ENSMUSG00000024797,ENSMUST00000160590,Vps51,19,-1,6077200,
ENSMUSG00000062210,ENSMUST00000153873,Tnfaip8,18,1,50051721,
ENSMUSG00000024797,ENSMUST00000025711,Vps51,19,-1,6077197,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062210,ENSMUST00000148159,Tnfaip8,18,1,50053282,
ENSMUSG00000062210,ENSMUST00000180305,Tnfaip8,18,1,50046740,
ENSMUSG00000063929,ENSMUST00000084342,Cyp4a32,4,1,115600975,APPRIS principal isoform [04-11-2014]
ENSMUSG00000050108,ENSMUST00000061699,Bpifc,10,-1,86011895,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031273,ENSMUST00000101205,Col4a6,X,-1,141474076,APPRIS principal isoform [04-11-2014]
ENSMUSG00000050108,ENSMUST00000105304,Bpifc,10,-1,86011856,
ENSMUSG00000042712,ENSMUST00000048687,Wbp5,X,1,136245079,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042712,ENSMUST00000113115,Wbp5,X,1,136245683,APPRIS principal isoform [04-11-2014]
ENSMUSG00000079523,ENSMUST00000114050,Tmsb10,6,-1,72958488,APPRIS principal isoform [04-11-2014]
ENSMUSG00000036181,ENSMUST00000040914,Hist1h1c,13,1,23738808,APPRIS principal isoform [04-11-2014]
ENSMUSG00000079523,ENSMUST00000114049,Tmsb10,6,-1,72958302,APPRIS principal isoform [04-11-2014]
ENSMUSG00000025780,ENSMUST00000026886,Itih5,2,1,10153571,APPRIS principal isoform [04-11-2014]
ENSMUSG00000068614,ENSMUST00000090269,Actc1,2,-1,114052887,APPRIS principal isoform [04-11-2014]
ENSMUSG00000073926,ENSMUST00000098174,Olfr653,7,1,104579624,APPRIS principal isoform [04-11-2014]
ENSMUSG00000079523,ENSMUST00000114048,Tmsb10,6,-1,72958748,APPRIS principal isoform [04-11-2014]
ENSMUSG00000023046,ENSMUST00000023807,Igfbp6,15,1,102144362,APPRIS principal isoform [04-11-2014]
ENSMUSG00000068614,ENSMUST00000149125,Actc1,2,-1,114053548,
ENSMUSG00000055602,ENSMUST00000086787,Tcp10b,17,1,13061104,APPRIS principal isoform [04-11-2014]
ENSMUSG00000055602,ENSMUST00000116666,Tcp10b,17,1,13061124,APPRIS principal isoform [04-11-2014]
ENSMUSG00000055602,ENSMUST00000163227,Tcp10b,17,1,13061846,
ENSMUSG00000078184,ENSMUST00000104983,B020018G12Rik,1,-1,175979114,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043439,ENSMUST00000052281,E130012A19Rik,11,-1,97629702,APPRIS principal isoform [04-11-2014]
ENSMUSG00000094464,ENSMUST00000071437,Olfr339,2,1,36421400,APPRIS principal isoform [04-11-2014]
ENSMUSG00000061356,ENSMUST00000150897,Nuggc,14,1,65598546,APPRIS principal isoform [04-11-2014]
ENSMUSG00000101337,ENSMUST00000189749,Dnah7c,1,1,46425592,APPRIS principal isoform [04-11-2014]
ENSMUSG00000100667,ENSMUST00000188244,Gm21563,Y,1,61102247,APPRIS principal isoform [04-11-2014]
ENSMUSG00000061356,ENSMUST00000079469,Nuggc,14,1,65605267,
ENSMUSG00000074203,ENSMUST00000098571,G430095P16Rik,8,1,84723007,APPRIS principal isoform [04-11-2014]
ENSMUSG00000101337,ENSMUST00000178395,Dnah7c,1,1,46608961,
ENSMUSG00000066324,ENSMUST00000084949,Impad1,4,-1,4793355,APPRIS principal isoform [04-11-2014]
ENSMUSG00000050192,ENSMUST00000060500,Eif5a2,3,1,28781276,APPRIS principal isoform [04-11-2014]
ENSMUSG00000067704,ENSMUST00000088260,Wfdc13,2,1,164685107,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019872,ENSMUST00000151623,Smpdl3a,10,1,57794335,
ENSMUSG00000078491,ENSMUST00000105667,Gm13090,4,1,151089570,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019872,ENSMUST00000020022,Smpdl3a,10,1,57794374,APPRIS principal isoform [04-11-2014]
ENSMUSG00000081512,ENSMUST00000121995,Gm15821,17,-1,34214459,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029866,ENSMUST00000031899,Kel,6,-1,41704339,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095064,ENSMUST00000170931,Vmn1r135,7,1,21832351,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029866,ENSMUST00000194597,Kel,6,-1,41687992,
ENSMUSG00000070509,ENSMUST00000094312,Rgma,7,1,73375520,APPRIS principal isoform [04-11-2014]
ENSMUSG00000070509,ENSMUST00000119206,Rgma,7,1,73375520,
ENSMUSG00000057191,ENSMUST00000086361,AB124611,9,1,21526176,
ENSMUSG00000029866,ENSMUST00000192118,Kel,6,-1,41699168,
ENSMUSG00000070509,ENSMUST00000128471,Rgma,7,1,73391160,
ENSMUSG00000057191,ENSMUST00000173769,AB124611,9,1,21526201,
ENSMUSG00000030603,ENSMUST00000032824,Psmc4,7,-1,28050101,APPRIS principal isoform [04-11-2014]
ENSMUSG00000048772,ENSMUST00000062824,Tmem53,4,1,117251951,
ENSMUSG00000048772,ENSMUST00000106434,Tmem53,4,1,117252042,
ENSMUSG00000059645,ENSMUST00000074148,Gm7361,5,1,26257691,APPRIS principal isoform [04-11-2014]
ENSMUSG00000046321,ENSMUST00000084628,Hs3st2,7,1,121392296,APPRIS principal isoform [04-11-2014]
ENSMUSG00000048772,ENSMUST00000106433,Tmem53,4,1,117252340,
ENSMUSG00000048772,ENSMUST00000125943,Tmem53,4,1,117252040,
ENSMUSG00000066677,ENSMUST00000085876,Pydc3,1,1,173673680,APPRIS principal isoform [04-11-2014]
ENSMUSG00000066677,ENSMUST00000169857,Pydc3,1,1,173677686,APPRIS principal isoform [04-11-2014]
ENSMUSG00000075092,ENSMUST00000099785,Olfr1232,2,-1,89326178,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095850,ENSMUST00000178121,Gm17361,X,1,125004163,APPRIS principal isoform [04-11-2014]
ENSMUSG00000047363,ENSMUST00000102853,Cstad,2,1,30595040,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028647,ENSMUST00000030400,Mycbp,4,1,123904832,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028647,ENSMUST00000106202,Mycbp,4,1,123904914,
ENSMUSG00000073943,ENSMUST00000098195,Olfr625-ps1,7,1,103682720,APPRIS principal isoform [04-11-2014]
ENSMUSG00000073943,ENSMUST00000190218,Olfr625-ps1,7,1,103682750,
ENSMUSG00000087230,ENSMUST00000168561,Mroh3,1,-1,136207097,
ENSMUSG00000087230,ENSMUST00000146112,Mroh3,1,-1,136190712,
ENSMUSG00000021506,ENSMUST00000021968,Pitx1,13,-1,55831425,APPRIS principal isoform [04-11-2014]
ENSMUSG00000068815,ENSMUST00000090708,Olfr1143,2,1,87802391,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095034,ENSMUST00000179916,Gm17577,X,-1,123246907,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042364,ENSMUST00000109241,Snx18,13,-1,113618564,APPRIS principal isoform [04-11-2014]
ENSMUSG00000087230,ENSMUST00000166708,Mroh3,1,-1,136199598,
ENSMUSG00000021506,ENSMUST00000173618,Pitx1,13,-1,55836192,
ENSMUSG00000039962,ENSMUST00000045493,Olfr906,9,1,38488031,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037393,ENSMUST00000037682,Nmur2,11,-1,56041010,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028020,ENSMUST00000029654,Glrb,3,-1,80913660,APPRIS principal isoform [04-11-2014]
ENSMUSG00000051306,ENSMUST00000053287,Usp42,5,-1,143732280,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028020,ENSMUST00000194085,Glrb,3,-1,80912089,
ENSMUSG00000051648,ENSMUST00000167294,Kctd19,8,-1,105413502,APPRIS principal isoform [04-11-2014]
ENSMUSG00000096256,ENSMUST00000084677,Gm21093,4,-1,42034726,APPRIS principal isoform [04-11-2014]
ENSMUSG00000006998,ENSMUST00000007212,Psmd2,16,1,20651652,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028020,ENSMUST00000107743,Glrb,3,-1,80913528,
ENSMUSG00000051648,ENSMUST00000063071,Kctd19,8,-1,105413502,
ENSMUSG00000054497,ENSMUST00000067597,Tas2r130,6,-1,131630912,APPRIS principal isoform [04-11-2014]
ENSMUSG00000051648,ENSMUST00000168196,Kctd19,8,-1,105385417,
ENSMUSG00000075012,ENSMUST00000099678,Fjx1,2,-1,102452499,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029029,ENSMUST00000030895,Wrap73,4,1,154142372,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029029,ENSMUST00000146734,Wrap73,4,1,154151692,
ENSMUSG00000102388,ENSMUST00000195574,CH36-86D6.3,Y,1,69321132,APPRIS principal isoform [04-11-2014]
ENSMUSG00000035293,ENSMUST00000054308,G2e3,12,1,51348061,
ENSMUSG00000056755,ENSMUST00000071076,Grm7,6,1,110645581,
ENSMUSG00000095765,ENSMUST00000071932,Olfr741,14,1,50485460,APPRIS principal isoform [04-11-2014]
ENSMUSG00000056755,ENSMUST00000172951,Grm7,6,1,110645582,
ENSMUSG00000095316,ENSMUST00000096511,Gm21876,X,-1,21175653,APPRIS principal isoform [04-11-2014]
ENSMUSG00000035293,ENSMUST00000119211,G2e3,12,1,51348288,
ENSMUSG00000056755,ENSMUST00000173001,Grm7,6,1,111495715,
ENSMUSG00000056755,ENSMUST00000174310,Grm7,6,1,111495744,
ENSMUSG00000035293,ENSMUST00000121521,G2e3,12,1,51348372,
ENSMUSG00000033126,ENSMUST00000049185,Ybey,10,-1,76469114,APPRIS principal isoform [04-11-2014]
ENSMUSG00000091764,ENSMUST00000169125,Zfp964,8,1,69659263,APPRIS principal isoform [04-11-2014]
ENSMUSG00000100079,ENSMUST00000071378,Ifnab,4,-1,88691359,APPRIS principal isoform [04-11-2014]
ENSMUSG00000094962,ENSMUST00000179544,Gm21954,3,-1,55472210,APPRIS principal isoform [04-11-2014]
ENSMUSG00000090539,ENSMUST00000163325,Gm9602,14,1,4776337,
ENSMUSG00000040009,ENSMUST00000037813,Gnaz,10,1,74967177,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095236,ENSMUST00000074499,Olfr38,6,1,42762054,APPRIS principal isoform [04-11-2014]
ENSMUSG00000090539,ENSMUST00000177973,Gm9602,14,1,4776414,
ENSMUSG00000031438,ENSMUST00000113027,Rnf128,X,1,139563316,
ENSMUSG00000040009,ENSMUST00000159991,Gnaz,10,1,74990841,APPRIS principal isoform [04-11-2014]
ENSMUSG00000069379,ENSMUST00000091905,Gm4950,18,-1,51865881,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031438,ENSMUST00000113026,Rnf128,X,1,139610620,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043939,ENSMUST00000053612,A530064D06Rik,17,-1,48167257,
ENSMUSG00000043939,ENSMUST00000027764,A530064D06Rik,17,-1,48167270,
ENSMUSG00000021062,ENSMUST00000021459,Rab15,12,-1,76822553,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021549,ENSMUST00000109552,Rasa1,13,-1,85289029,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062518,ENSMUST00000117638,Zfp534,4,-1,147702553,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021062,ENSMUST00000154765,Rab15,12,-1,76822908,
ENSMUSG00000021062,ENSMUST00000141622,Rab15,12,-1,76819096,
ENSMUSG00000060397,ENSMUST00000144578,Zfp128,7,1,12881177,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021062,ENSMUST00000118604,Rab15,12,-1,76818374,
ENSMUSG00000021062,ENSMUST00000121716,Rab15,12,-1,76813856,
ENSMUSG00000021062,ENSMUST00000122419,Rab15,12,-1,76805478,
ENSMUSG00000027709,ENSMUST00000029259,Mccc1,3,-1,36000678,APPRIS principal isoform [04-11-2014]
ENSMUSG00000073960,ENSMUST00000098211,Olfr583,7,1,103051300,APPRIS principal isoform [04-11-2014]
ENSMUSG00000068814,ENSMUST00000090707,Olfr1145,2,1,87809822,APPRIS principal isoform [04-11-2014]
ENSMUSG00000025410,ENSMUST00000026479,Dctn2,10,1,127266262,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029650,ENSMUST00000118527,Slc46a3,5,-1,147894815,APPRIS principal isoform [04-11-2014]
ENSMUSG00000047228,ENSMUST00000060574,BC048546,6,-1,128581606,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029650,ENSMUST00000031655,Slc46a3,5,-1,147894815,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029650,ENSMUST00000138244,Slc46a3,5,-1,147894815,
ENSMUSG00000036256,ENSMUST00000163898,Igfbp7,5,-1,77408045,
ENSMUSG00000036256,ENSMUST00000046746,Igfbp7,5,-1,77408045,
ENSMUSG00000020387,ENSMUST00000020655,Jade2,11,-1,51857653,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043911,ENSMUST00000051004,Olfr922,9,1,38815408,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020387,ENSMUST00000109090,Jade2,11,-1,51857653,
ENSMUSG00000024767,ENSMUST00000025679,Otub1,19,-1,7206316,APPRIS principal isoform [04-11-2014]
ENSMUSG00000071984,ENSMUST00000097425,Fndc1,17,-1,7804974,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024767,ENSMUST00000123594,Otub1,19,-1,7206234,
ENSMUSG00000020387,ENSMUST00000109091,Jade2,11,-1,51857396,APPRIS principal isoform [04-11-2014]
ENSMUSG00000015342,ENSMUST00000015486,Xk,X,1,9272756,APPRIS principal isoform [04-11-2014]
ENSMUSG00000025574,ENSMUST00000026661,Tk1,11,-1,117826092,APPRIS principal isoform [04-11-2014]
ENSMUSG00000071984,ENSMUST00000167580,Fndc1,17,-1,7827302,
ENSMUSG00000024767,ENSMUST00000142085,Otub1,19,-1,7205775,
ENSMUSG00000071984,ENSMUST00000169126,Fndc1,17,-1,7827302,
